,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF
878,HD 97658 b,2.11869,8.2984892,1.9790912,780.28786
879,Kepler-1610 b,1.61424,3.2100628,1.410174,781.64618
882,Kepler-240 c,2.19716,102.34062,6.824851,782.26673
883,TOI-1693 b,1.41246,2.5712285,1.3492184,782.37777
884,Kepler-633 c,2.29805,5.8798181,1.5995662,784.29864
885,Kepler-1806 b,2.3541,6.1340805,1.6142183,785.55292
886,Kepler-444 f,0.73986,0.33054112,0.66840236,786.81843
887,K2-122 b,1.15463,1.6558839,1.1975496,787.78
888,Kepler-1291 b,1.65908,3.4007596,1.4317075,787.86533
889,K2-227 b,1.67029,3.4007596,1.426895,789.04208
890,Kepler-962 b,1.97296,4.5449404,1.5177665,789.26559
891,Kepler-169 d,1.25552,2.0976648,1.2925764,789.65991
892,Kepler-933 b,2.45499,6.6108225,1.6409785,789.7604
893,Kepler-328 b,2.29805,28.60452,3.5280733,790.42034
894,Kepler-1306 b,1.9057,4.3224608,1.5060461,791.167
895,Kepler-1577 b,1.13221,1.5065047,1.153511,791.47652
896,Kepler-26 d,1.06495,1.2395292,1.0788567,791.47721
897,Kepler-147 c,2.43257,6.4836913,1.6325951,791.57823
898,K2-293 b,2.45499,6.5790397,1.6370291,791.58679
899,K2-366 b,2.3541,6.1658633,1.6183949,791.8636
900,Kepler-1315 c,1.84965,4.0681984,1.4830517,792.28372
901,Kepler-1397 b,1.71513,3.5914564,1.4470608,792.62374
902,Kepler-235 b,2.23079,5.5937729,1.5835182,793.17654
903,Kepler-613 b,2.28684,5.8480353,1.5991423,793.25965
904,GJ 676 A d,1.77118,3.7980446,1.4643628,794.12756
906,K2-74 b,2.30926,5.9433837,1.6042811,795.42038
907,K2-154 b,1.99538,4.608506,1.5197329,795.68873
908,Kepler-339 d,1.16584,14.620088,3.5412413,796.52612
909,Kepler-343 c,2.0178,4.7356372,1.5319696,797.28296
910,Kepler-1693 b,1.28915,2.2089046,1.3089913,798.16953
911,Kepler-1170 b,2.41015,6.3883429,1.6280662,798.41628
912,Kepler-1880 b,2.11869,5.1170308,1.5540869,798.49801
913,GJ 3473 b,1.26673,1.8592938,1.2115239,798.74614
914,Kepler-1049 b,0.95285,0.80728313,0.92045099,799.02066
915,Kepler-197 e,0.90801,0.69286505,0.87353238,799.77606
916,Kepler-1783 b,1.32278,2.2978965,1.3180182,799.78887
917,Kepler-215 c,1.77118,3.7821532,1.461296,800.16859
918,TOI-1235 b,1.69271,5.8988877,1.8667828,800.72577
919,Kepler-1913 b,1.51335,2.9176611,1.3885059,801.69204
920,K2-231 b,2.49983,6.8015193,1.6494826,801.85738
921,Kepler-85 c,2.17474,20.976648,3.1057348,802.52022
922,Kepler-744 b,1.62545,3.2418456,1.4122428,803.5189
923,Kepler-167 c,1.67029,3.4325424,1.4335473,806.66399
924,Wolf 503 b,2.04022,6.2612117,1.7518249,807.27481
925,HD 219134 c,1.51335,4.3606002,1.6974752,807.53189
926,Kepler-180 b,1.50214,2.8572737,1.3791793,807.71374
927,Kepler-262 b,1.35641,2.4186711,1.3353433,807.71629
928,Kepler-508 b,1.63666,3.337194,1.427945,809.27209
929,K2-352 d,2.23079,5.5937729,1.5835182,809.36503
930,K2-104 b,1.7936,3.8457188,1.4642862,809.73461
931,K2-35 c,1.92812,4.3860264,1.5082335,810.30217
932,Kepler-1860 b,1.14342,1.5478224,1.1634766,811.34927
933,Kepler-270 c,1.77118,3.7821532,1.461296,811.58585
934,EPIC 220674823 c,2.19716,5.8003611,1.6247879,811.74798
935,Kepler-1953 b,1.28915,2.1993698,1.3061631,812.59917
936,Kepler-1852 b,1.88328,4.2271124,1.4981816,812.81785
937,Kepler-587 b,2.23079,5.5937729,1.5835182,813.11551
938,Kepler-1252 b,1.67029,3.4325424,1.4335473,813.13254
939,Kepler-1133 b,1.97296,4.5449404,1.5177665,813.19362
940,Kepler-968 c,1.69271,3.496108,1.4371468,813.24059
941,Kepler-330 b,1.3452,2.3900666,1.332943,814.5919
942,K2-414 c,1.92812,4.3860264,1.5082335,816.11466
943,Kepler-299 d,1.86086,4.131764,1.4900845,816.63825
944,Kepler-165 b,2.32047,6.0069493,1.6089369,817.15506
945,Kepler-327 b,1.10979,1.4111563,1.1276314,818.03469
946,Kepler-1741 b,1.27794,2.1644087,1.3014108,818.1348
947,Kepler-347 c,1.74876,3.7185876,1.4582229,818.92697
948,Kepler-1952 b,1.24431,2.065882,1.288512,819.31723
949,Kepler-1476 b,1.67029,3.4325424,1.4335473,819.43171
950,HD 215152 c,1.17705,1.7194495,1.2086408,820.18784
951,Kepler-237 c,2.08506,4.9898996,1.5469869,820.52449
952,Kepler-307 c,2.19716,3.6391306,1.2869687,820.70125
953,Kepler-354 b,1.83844,4.0364156,1.4817441,820.86897
954,Kepler-301 d,1.74876,3.7185876,1.4582229,821.03507
955,Kepler-1050 b,1.60303,3.17828,1.4080733,821.46366
956,Kepler-42 c,0.72865,0.31464972,0.65713438,822.04406
957,HD 164922 d,1.82723,4.0014546,1.4798317,822.07177
958,Kepler-172 d,2.25321,5.6891213,1.5889922,822.29891
960,Kepler-1617 b,1.19947,1.8688287,1.2482169,822.96513
961,KOI-1599.01,1.9057,4.5989712,1.5534707,822.98799
962,Kepler-579 b,1.99538,4.6720716,1.5301779,823.17426
963,K2-374 c,2.20837,5.5302073,1.5824674,824.12623
964,Kepler-375 b,1.44609,2.6983597,1.3660049,824.25204
965,K2-394 b,1.69271,3.496108,1.4371468,824.34177
966,K2-389 c,2.04022,4.8309856,1.5387901,824.43478
967,K2-163 b,2.4662,6.6426053,1.6411757,825.42322
968,Kepler-1301 b,1.40125,2.542624,1.3470486,825.8324
969,HD 96700 c,1.69271,3.4992863,1.4377999,825.9916
970,Kepler-1195 b,2.08506,4.9898996,1.5469869,826.04253
971,Kepler-1209 b,1.51335,2.8890565,1.3816827,826.19862
972,Kepler-254 c,2.15232,3.17828,1.2151857,826.27777
973,Kepler-1144 b,1.99538,4.608506,1.5197329,827.00398
974,K2-316 b,1.33399,2.3296793,1.321514,827.58394
976,Kepler-131 b,2.41015,16.209228,2.593338,828.15265
977,Kepler-626 b,2.28684,5.8480353,1.5991423,828.1744
978,K2-83 b,1.24431,2.0785951,1.2924706,828.44928
979,Kepler-496 b,2.32047,6.0069493,1.6089369,828.53416
980,Kepler-365 c,1.63666,3.337194,1.427945,829.10672
982,K2-86 b,1.96175,4.5131576,1.5167654,830.28149
983,Kepler-989 b,2.20837,5.5302073,1.5824674,830.56321
984,Kepler-1688 b,1.26673,2.1294476,1.2965565,830.58257
985,Kepler-120 b,2.15232,8.5813561,1.9967539,830.88205
986,Kepler-1842 b,2.3541,6.1340805,1.6142183,832.22685
987,Kepler-357 b,1.83844,4.0364156,1.4817441,832.33938
988,Kepler-542 b,1.5694,3.0892882,1.4030152,832.47662
989,EPIC 212587672 b,1.25552,2.1262693,1.3013596,833.15966
990,LHS 3844 b,1.30036,2.2502223,1.3154699,833.34633
991,Kepler-184 b,2.36531,6.1658633,1.6145552,833.34878
992,Kepler-1269 b,1.62545,3.3054112,1.4260211,833.52091
993,Kepler-80 e,1.60303,4.1285858,1.6048329,833.54677
994,Kepler-1334 b,2.28684,5.8480353,1.5991423,834.05517
995,Kepler-1186 b,2.23079,5.5937729,1.5835182,834.05781
996,Kepler-364 b,1.54698,3.0225443,1.3977966,834.66215
997,Kepler-1345 b,2.36531,6.1658633,1.6145552,834.8017
998,Kepler-936 b,1.44609,2.6983597,1.3660049,835.01934
999,Kepler-1478 b,1.72634,3.655022,1.4550631,835.96263
1000,K2-220 b,2.38773,6.2929945,1.6234393,836.05757
1001,Kepler-271 b,1.2331,2.0404558,1.2863657,837.97829
1002,Kepler-958 b,2.06264,4.8945512,1.5404398,838.01332
1003,Kepler-195 b,2.02901,4.76742,1.5328498,839.41236
1004,Kepler-528 b,2.08506,4.9898996,1.5469869,839.48941
1005,Kepler-901 b,1.36762,2.4504539,1.3385683,839.89466
1006,Kepler-201 b,2.45499,6.6108225,1.6409785,840.33354
1007,GJ 740 b,1.53577,2.9589787,1.3880587,840.78258
1008,EPIC 212624936 c,2.29805,5.9116009,1.6038835,840.9723
1009,K2-224 c,2.41015,6.3883429,1.6280662,841.40262
1010,Kepler-244 c,2.05143,4.8627684,1.5396196,841.80421
1011,Kepler-250 c,2.27563,5.8162525,1.5987141,841.96914
1012,Kepler-345 b,0.73986,0.49898996,0.82124196,842.265
1013,Kepler-971 b,2.1299,5.1805964,1.5595894,842.30226
1014,Kepler-114 b,1.25552,6.6743881,2.3056528,842.52498
1015,Kepler-1335 b,1.44609,2.6983597,1.3660049,842.9138
1016,Kepler-1488 b,1.86086,4.131764,1.4900845,843.87402
1017,Kepler-311 c,1.43488,2.6347941,1.3550819,844.37763
1018,GJ 9827 c,1.24431,0.83906593,0.82117127,844.40518
1019,Kepler-1907 b,0.87438,0.58798181,0.82003395,844.68833
1020,Kepler-1076 b,0.79591,0.43542436,0.7396468,844.69537
1021,Kepler-1481 b,1.2331,2.0404558,1.2863657,844.87939
1022,K2-368 b,1.33399,2.3360358,1.3233157,845.39528
1023,Kepler-1001 c,1.58061,3.1147144,1.4037726,845.43666
1024,Kepler-304 c,2.17474,5.3395104,1.5669208,845.812
1025,Kepler-55 e,1.54698,3.0225443,1.3977966,846.44765
1026,Kepler-1332 b,1.36762,2.4504539,1.3385683,846.80276
1027,K2-254 b,1.62545,3.3054112,1.4260211,846.89918
1028,Kepler-229 b,2.19716,5.4666417,1.577355,847.76381
1029,Kepler-1541 b,1.15463,1.6558839,1.1975496,848.48702
1030,Kepler-306 c,2.3541,6.1340805,1.6142183,848.56149
1031,Kepler-1448 b,1.61424,3.2100628,1.410174,850.1154
1032,Kepler-309 b,1.55819,3.0543271,1.400063,851.22567
1033,Kepler-336 d,2.36531,6.1976461,1.6187111,851.5504
1034,Kepler-1477 b,1.17705,1.7575889,1.2219718,851.5527
1035,Kepler-1426 b,1.55819,3.0543271,1.400063,852.10941
1036,Kepler-49 d,1.60303,3.17828,1.4080733,852.19675
1037,Kepler-467 b,2.25321,5.6891213,1.5889922,852.79998
1038,Kepler-1327 b,1.80481,3.9092844,1.4717461,852.95943
1039,Kepler-161 c,2.05143,11.759636,2.394245,853.03385
1040,Kepler-1159 b,2.36531,6.1976461,1.6187111,853.10789
1041,K2-81 b,1.97296,4.5449404,1.5177665,853.48695
1042,EPIC 212424622 b,2.17474,5.3395104,1.5669208,853.49212
1043,EPIC 201833600 c,0.99769,0.97255369,0.98732238,853.50759
1044,Kepler-122 d,2.19716,5.4666417,1.577355,853.69919
1045,K2-116 b,0.69502,0.25744068,0.6086112,854.57911
1046,Kepler-123 c,1.47972,2.7937081,1.3740443,856.31082
1047,Kepler-118 b,1.96175,4.5131576,1.5167654,857.15486
1048,Kepler-1950 b,1.52456,2.9462656,1.3901565,857.4556
1049,Kepler-400 c,1.49093,2.8254909,1.3766335,857.86376
1050,Kepler-1201 b,2.28684,5.8480353,1.5991423,857.98234
1051,Kepler-1679 b,2.07385,4.926334,1.5412506,858.10077
1052,Kepler-233 b,2.43257,6.4836913,1.6325951,858.47046
1053,Kepler-166 b,2.27563,5.7844697,1.59434,859.12127
1054,Kepler-1160 b,2.14111,5.2123792,1.5602655,859.5027
1055,Kepler-141 c,1.41246,2.5712285,1.3492184,859.87103
1056,Kepler-398 b,0.93043,0.75007409,0.89786332,859.99194
1057,Kepler-1482 b,1.0089,1.0075148,0.99931326,860.54556
1058,Kepler-1568 b,1.30036,2.2406874,1.3126799,862.12433
1059,Kepler-1580 b,2.10748,5.085248,1.5533679,862.71919
1060,Kepler-1396 b,2.07385,4.926334,1.5412506,862.93495
1061,K2-413 c,1.2331,2.0468123,1.2883678,863.01018
1062,K2-243 c,2.00659,4.7038544,1.5310791,863.06451
1063,Kepler-1254 d,1.31157,2.2692919,1.3153746,863.25042
1064,Kepler-321 c,2.32047,6.0069493,1.6089369,863.52393
1065,Kepler-1570 b,1.06495,1.2395292,1.0788567,864.51652
1066,K2-43 c,2.42136,6.4519085,1.6323543,864.64141
1067,Kepler-1619 b,0.76228,0.36232392,0.68943169,864.81447
1069,Kepler-1782 b,2.23079,5.5937729,1.5835182,865.98272
1070,Kepler-379 b,1.65908,3.4007596,1.4317075,867.05955
1071,Kepler-935 b,1.3452,2.3900666,1.332943,867.59175
1072,Kepler-1407 b,2.25321,5.6891213,1.5889922,867.73228
1073,TOI-1062 c,3.09396,9.7795677,1.7778801,867.74259
1074,K2-198 d,2.44378,6.5154741,1.6328337,867.75777
1075,Kepler-1464 b,1.65908,3.4007596,1.4317075,867.90633
1076,Kepler-851 b,1.6815,3.4643252,1.4353602,868.2275
1077,Kepler-342 c,1.96175,4.5131576,1.5167654,868.23014
1078,Kepler-1823 b,2.08506,4.9898996,1.5469869,868.27849
1079,Kepler-1069 b,1.60303,3.17828,1.4080733,868.30193
1080,Kepler-169 c,1.21068,1.9260377,1.261298,868.5101
1081,Kepler-597 b,2.36531,6.1976461,1.6187111,868.73788
1082,K2-414 b,1.22189,1.9768902,1.2719652,868.87287
1083,K2-338 b,1.03132,1.0806152,1.0236201,869.19115
1084,HD 176986 b,2.26442,5.7399737,1.5921224,869.60087
1085,K2-183 c,2.29805,5.9116009,1.6038835,873.49971
1086,Kepler-1046 b,1.71513,3.5596736,1.4406436,873.84678
1087,Kepler-1287 b,1.53577,2.9875832,1.3947518,873.96856
1088,K2-84 b,2.41015,6.3883429,1.6280662,874.60085
1089,Kepler-1556 b,1.96175,4.5131576,1.5167654,874.86986
1091,K2-392 b,1.84965,4.0681984,1.4830517,874.99953
1092,Kepler-273 c,1.98417,4.5767232,1.5187556,875.10324
1093,Kepler-352 d,0.80712,0.44813748,0.74513777,875.3627
1094,HD 3167 d,2.09627,5.0312173,1.5492194,876.17195
1095,Kepler-1509 b,1.84965,4.0681984,1.4830517,876.20143
1096,Kepler-137 b,1.46851,2.7619253,1.3714106,876.44639
1097,Kepler-214 c,2.1299,5.1805964,1.5595894,876.63712
1098,Kepler-415 b,1.21068,119.82116,9.9483732,877.03297
1099,Kepler-931 b,1.33399,2.3296793,1.321514,877.21546
1100,Kepler-1156 b,1.32278,2.3010747,1.3189294,877.56143
1101,Kepler-534 b,2.242,5.6573385,1.5885039,877.96492
1102,Kepler-804 b,1.93933,4.4178092,1.5093071,878.19404
1103,Kepler-1765 b,2.49983,6.7697365,1.6456241,878.58959
1104,K2-90 c,1.30036,2.2406874,1.3126799,878.91578
1105,Kepler-1777 b,2.1299,5.1805964,1.5595894,879.20751
1106,Kepler-132 d,1.54698,3.0225443,1.3977966,880.95001
1107,Kepler-1959 b,1.14342,1.5700703,1.1718085,881.71481
1108,Kepler-372 c,2.08506,5.0216824,1.5519058,881.98329
1109,K2-268 e,1.33399,2.3296793,1.321514,882.20575
1110,Kepler-1485 b,1.46851,2.7619253,1.3714106,882.58321
1111,K2-257 b,0.82954,0.49898996,0.77558114,884.08464
1112,Kepler-349 c,1.96175,4.5131576,1.5167654,884.35385
1113,Kepler-769 c,1.7936,3.8457188,1.4642862,885.62676
1114,Kepler-1358 b,1.121,1.4588305,1.140774,885.66361
1115,Kepler-307 b,2.43257,7.4403535,1.7488965,885.69879
1116,Kepler-317 c,1.71513,3.5914564,1.4470608,885.99582
1117,Kepler-69 b,2.242,5.6573385,1.5885039,886.04776
1118,Kepler-797 b,2.17474,5.3395104,1.5669208,886.40344
1119,Kepler-616 b,2.43257,6.4836913,1.6325951,886.50431
1120,K2-349 b,1.37883,2.4790584,1.3408741,886.58318
1121,HD 215152 b,1.18826,1.8179762,1.2369107,886.88287
1122,Kepler-1828 b,2.11869,5.1170308,1.5540869,887.94228
1123,Kepler-1038 c,1.41246,2.5934765,1.355043,888.00962
1124,K2-259 b,2.32047,6.0069493,1.6089369,888.48059
1126,Kepler-484 b,2.27563,5.8162525,1.5987141,889.33772
1127,Kepler-653 b,1.95054,4.449592,1.5103676,890.58145
1128,K2-8 c,2.41015,6.3883429,1.6280662,891.79473
1129,HD 45184 c,2.9146,8.8038357,1.7379868,894.11052
1130,Kepler-46 d,1.63666,3.337194,1.427945,894.19723
1132,Kepler-394 c,1.65908,3.4007596,1.4317075,894.38473
1133,K2-185 b,1.15463,1.6050314,1.1790178,894.70225
1134,K2-222 b,2.38773,6.2929945,1.6234393,895.67128
1135,Kepler-1218 b,1.43488,2.6665769,1.3632304,896.60745
1136,Kepler-308 b,2.11869,5.1488136,1.5589058,897.11778
1137,Kepler-556 b,2.242,5.6573385,1.5885039,897.25172
1138,Kepler-256 e,2.3541,6.1340805,1.6142183,897.60467
1139,Kepler-1586 b,1.52456,2.9240176,1.3848978,898.47059
1140,Kepler-1249 b,2.37652,6.2612117,1.6231492,900.76704
1141,Kepler-1600 c,1.93933,4.4178092,1.5093071,901.80182
1142,TOI-178 c,1.67029,4.7705983,1.6900147,901.81999
1143,Kepler-1848 b,1.41246,2.5680503,1.3483843,902.54013
1144,Kepler-928 b,1.59182,3.1560321,1.4080683,902.67047
1145,Kepler-1432 b,2.21958,5.5619901,1.5829956,904.70668
1146,Kepler-1324 b,1.51335,2.8890565,1.3816827,904.74827
1147,HD 1461 c,2.23079,5.5905946,1.5830683,904.90711
1148,Kepler-206 c,1.77118,3.7821532,1.461296,906.37774
1149,Kepler-19 b,2.20837,8.4001941,1.9503329,906.74488
1150,Kepler-1305 b,1.88328,4.1953296,1.4925387,906.78629
1151,HD 168009 b,3.04912,9.5348401,1.768355,907.69558
1152,Kepler-334 c,1.43488,2.6347941,1.3550819,908.40357
1153,Kepler-292 d,2.23079,5.5937729,1.5835182,908.7957
1154,Kepler-220 b,0.80712,0.45767232,0.75302305,909.05844
1155,Kepler-226 d,1.22189,1.9832467,1.2740085,909.5235
1156,Kepler-761 b,2.02901,4.76742,1.5328498,909.83995
1157,Kepler-183 c,2.27563,35.596736,3.9550708,910.02245
1158,Kepler-211 c,1.28915,18.434024,3.7814499,911.01363
1159,TOI-431 c,1.49093,2.8286692,1.3774075,911.42104
1160,Kepler-106 c,2.49983,10.488324,2.04832,911.62335
1161,Kepler-1479 b,1.82723,4.0046328,1.4804193,913.21222
1162,Kepler-1093 b,1.95054,4.449592,1.5103676,913.42053
1163,Kepler-1945 b,1.28915,2.2089046,1.3089913,913.55259
1164,Kepler-1899 b,1.54698,3.0257226,1.3985313,914.1398
1165,Kepler-157 c,2.242,5.6573385,1.5885039,914.16455
1166,Kepler-339 c,1.15463,7.3100441,2.5161619,914.73685
1167,Kepler-416 c,2.45499,6.5790397,1.6370291,915.07744
1168,Kepler-953 c,1.18826,1.8116196,1.2347464,915.09691
1169,Kepler-373 c,1.24431,2.0690603,1.2895028,915.76797
1170,Kepler-99 b,1.47972,6.0387321,2.0201476,916.08702
1171,Kepler-629 b,1.37883,2.4790584,1.3408741,916.17982
1172,Kepler-617 b,1.32278,2.3010747,1.3189294,917.27311
1173,Kepler-444 d,0.52687,0.20023164,0.61647379,917.82095
1174,Kepler-1336 b,1.98417,4.5767232,1.5187556,917.99513
1175,TOI-1260 b,2.34289,8.6004258,1.9159494,918.29068
1176,HD 40307 b,1.82723,4.0046328,1.4804193,918.33323
1177,K2-80 c,1.46851,2.7619253,1.3714106,919.06788
1178,Kepler-85 b,1.97296,4.5449404,1.5177665,920.14514
1179,KOI-7368 b,2.21958,5.5619901,1.5829956,921.20412
1180,Kepler-390 b,0.81833,0.476742,0.76326873,921.53968
1181,Kepler-1157 b,1.08737,1.3221645,1.1026916,921.68329
1182,Kepler-113 b,1.81602,11.759636,2.5447002,921.76213
1183,Kepler-1501 b,1.55819,3.0543271,1.400063,922.29857
1184,Kepler-1350 c,1.72634,3.655022,1.4550631,922.6654
1185,Kepler-1063 b,1.49093,2.8254909,1.3766335,923.13891
1186,Kepler-1111 b,1.99538,4.6720716,1.5301779,925.15069
1187,Kepler-126 c,1.58061,3.121071,1.4052043,925.17476
1188,Kepler-191 d,2.27563,5.8162525,1.5987141,926.31204
1189,K2-38 c,2.42136,9.9003423,2.0220664,926.68515
1190,Kepler-1834 b,1.4573,2.7269643,1.3679343,926.78689
1191,Kepler-205 b,1.51335,2.8890565,1.3816827,927.67474
1192,Kepler-215 b,1.62545,3.2418456,1.4122428,928.07073
1193,Kepler-1029 b,1.25552,2.1262693,1.3013596,928.79911
1194,HD 7924 b,2.39894,6.3565601,1.6278013,929.60246
1195,Kepler-1266 c,1.6815,3.4643252,1.4353602,929.97023
1196,Kepler-927 b,1.71513,3.5914564,1.4470608,930.49014
1197,Kepler-1198 b,1.46851,2.7619253,1.3714106,930.49743
1198,Kepler-1529 b,2.09627,5.0534652,1.5526409,930.87436
1199,K2-407 c,1.35641,2.4186711,1.3353433,931.25956
1200,K2-190 b,1.35641,2.4091363,1.3327086,931.28963
1201,Kepler-243 b,2.45499,6.5790397,1.6370291,932.23386
1202,K2-170 c,1.80481,3.9092844,1.4717461,932.60189
1203,EPIC 212297394 c,2.27563,5.7844697,1.59434,935.18362
1204,HD 136352 b,1.65908,4.7197458,1.6866526,935.25966
1205,Kepler-59 c,1.98417,4.5767232,1.5187556,936.0384
1206,Kepler-1048 b,1.61424,3.2100628,1.410174,936.04066
1207,Kepler-193 b,2.38773,6.2929945,1.6234393,936.09039
1208,Kepler-1903 b,2.28684,5.8480353,1.5991423,936.52486
1209,Kepler-1526 b,2.43257,6.4836913,1.6325951,936.76915
1210,Kepler-271 c,0.95285,0.80728313,0.92045099,938.75479
1211,Kepler-282 c,1.19947,1.8688287,1.2482169,939.32912
1212,Kepler-384 b,1.121,1.4588305,1.140774,939.37687
1213,Kepler-1692 b,1.10979,1.4206912,1.1314346,939.40845
1214,Kepler-202 b,1.62545,3.3054112,1.4260211,939.43008
1215,LTT 3780 b,1.33399,2.6189027,1.401146,940.04501
1216,Kepler-1262 b,1.81602,3.97285,1.479077,940.1165
1217,Kepler-968 b,1.99538,4.6720716,1.5301779,940.25558
1218,GJ 3138 b,1.18826,1.7798368,1.2238674,941.88563
1219,Kepler-11 c,2.86976,2.860452,0.99837695,942.45465
1220,KOI-1599.02,1.9057,9.000889,2.1732788,942.5206
1221,Kepler-295 d,1.35641,2.4186711,1.3353433,943.12684
1222,DMPP-3 A b,1.41246,2.5807634,1.3517177,943.53261
1223,Kepler-1199 b,1.15463,1.6050314,1.1790178,944.04888
1224,Kepler-1473 b,1.18826,1.8116196,1.2347464,944.58648
1225,TOI-206 b,1.30036,2.2406874,1.3126799,944.84748
1226,Kepler-574 b,2.38773,6.2929945,1.6234393,946.02273
1227,Kepler-208 e,1.47972,2.7937081,1.3740443,946.09284
1228,Kepler-1768 b,2.23079,5.6255557,1.5880105,946.45558
1229,Kepler-176 b,1.43488,2.6347941,1.3550819,946.79667
1230,Kepler-320 c,1.36762,2.4504539,1.3385683,946.94891
1231,Kepler-1007 b,1.43488,2.6665769,1.3632304,947.00027
1232,EPIC 205950854 c,1.31157,2.2692919,1.3153746,947.37929
1233,Kepler-197 d,1.22189,1.9832467,1.2740085,947.70417
1234,Kepler-887 b,1.83844,4.0364156,1.4817441,949.01945
1235,Kepler-601 b,1.9057,4.2588952,1.4949312,950.33496
1236,HD 213519 b,3.04912,9.5125921,1.7662907,951.49051
1237,Kepler-510 b,2.4662,6.6743881,1.6450973,951.52088
1238,Kepler-163 b,1.05374,1.1568939,1.047804,951.53204
1239,Kepler-1643 b,2.32047,6.0069493,1.6089369,951.53213
1240,TOI-1634 b,1.7936,4.9104426,1.6546172,952.92082
1241,Kepler-798 b,2.38773,6.2929945,1.6234393,954.19398
1242,Kepler-1417 b,0.99769,0.97255369,0.98732238,954.7747
1243,Kepler-143 b,2.41015,6.3883429,1.6280662,956.2443
1244,Kepler-1922 b,2.28684,5.8480353,1.5991423,956.89188
1245,Kepler-90 i,1.32278,2.3010747,1.3189294,956.97179
1246,Kepler-161 b,2.11869,12.077464,2.3875593,957.24662
1247,Kepler-80 d,1.52456,6.7506668,2.1042681,957.63332
1248,K2-187 d,2.39894,6.3565601,1.6278013,957.86537
1249,K2-117 b,2.02901,4.76742,1.5328498,958.05841
1250,K2-342 b,2.02901,4.76742,1.5328498,958.10534
1251,HD 39194 b,1.82723,4.0014546,1.4798317,958.18669
1252,Kepler-1962 b,1.21068,1.9514639,1.2695961,958.49497
1253,Kepler-1500 b,1.19947,1.8688287,1.2482169,958.76348
1254,Kepler-1226 b,1.44609,2.6983597,1.3660049,958.94049
1255,Kepler-1493 b,1.41246,2.5712285,1.3492184,959.78431
1256,K2-228 b,1.21068,1.9260377,1.261298,959.98041
1257,Kepler-1955 b,1.16584,1.6876667,1.2031613,960.23557
1258,Kepler-454 b,2.3541,6.0546235,1.6037295,960.38757
1259,Kepler-203 d,1.43488,34.007596,4.8683319,960.44106
1260,Kepler-167 b,1.71513,3.5914564,1.4470608,960.44403
1261,Kepler-156 b,2.29805,5.9116009,1.6038835,961.11165
1262,Kepler-1422 b,2.0178,4.7356372,1.5319696,961.21359
1263,Kepler-1892 b,1.83844,4.0364156,1.4817441,961.65405
1264,Kepler-1096 b,1.24431,2.0690603,1.2895028,962.12447
1265,Kepler-1210 b,1.70392,3.5278908,1.4389078,962.32824
1266,Kepler-783 c,2.33168,6.0387321,1.6093052,963.14721
1267,Kepler-884 b,1.2331,2.0404558,1.2863657,963.44189
1268,Kepler-200 c,1.59182,3.1560321,1.4080683,963.495
1269,Kepler-1231 b,1.42367,2.6030113,1.3521764,964.37873
1271,Kepler-1497 b,1.65908,3.4007596,1.4317075,965.18306
1272,K2-199 b,1.72634,6.9000459,1.9992303,965.33528
1273,HD 93385 c,2.56709,7.1002776,1.6630952,966.0825
1274,Kepler-885 b,2.49983,6.8015193,1.6494826,966.60539
1275,HD 23472 d,0.75107,0.54984245,0.85561605,968.17607
1276,Kepler-1969 b,1.6815,3.4643252,1.4353602,968.19122
1277,Kepler-1053 b,0.97527,0.90263153,0.96203931,968.42378
1278,Kepler-285 c,1.121,1.4588305,1.140774,968.56937
1279,Kepler-1370 b,1.83844,4.0364156,1.4817441,968.61262
1280,Kepler-1071 b,2.37652,6.2612117,1.6231492,968.90938
1281,Kepler-179 c,1.99538,4.6720716,1.5301779,969.12709
1282,Kepler-1829 b,2.47741,6.7061709,1.6452745,969.98455
1283,Kepler-1508 b,1.33399,2.3296793,1.321514,971.09156
1284,Kepler-240 b,1.36762,2.4504539,1.3385683,971.29265
1285,K2-37 b,1.61424,3.2100628,1.410174,971.65093
1286,Kepler-895 b,1.53577,2.9875832,1.3947518,971.70357
1287,Kepler-1420 b,1.27794,2.1834784,1.3071313,971.87287
1288,Kepler-338 c,2.34289,6.0705149,1.6096699,972.03532
1289,Kepler-1882 b,1.49093,2.8159561,1.3743088,972.03759
1290,K2-189 c,2.49983,6.8015193,1.6494826,972.67166
1291,Kepler-1584 b,1.61424,3.2100628,1.410174,973.30577
1292,Kepler-1655 b,2.20837,4.9994345,1.504612,973.42413
1293,Kepler-360 c,2.09627,5.0534652,1.5526409,973.73345
1294,Kepler-53 d,2.11869,5.1488136,1.5589058,973.75572
1295,K2-176 b,1.49093,2.8286692,1.3774075,973.79484
1296,Kepler-1645 b,1.78239,3.813936,1.4628013,973.91074
1297,HD 5278 b,2.45499,7.7994992,1.7824136,974.6405
1298,Kepler-1781 b,2.37652,6.2612117,1.6231492,975.58423
1299,K2-268 d,1.49093,2.8254909,1.3766335,975.95877
1300,Kepler-575 b,2.38773,6.2929945,1.6234393,976.57952
1301,Kepler-1583 b,0.60534,0.15573572,0.50721774,976.70016
1302,Kepler-237 b,1.41246,2.5712285,1.3492184,977.76777
1303,Kepler-776 b,1.27794,2.1834784,1.3071313,978.29509
1304,Kepler-365 b,2.04022,4.8309856,1.5387901,980.29702
